country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Luxembourg,LUX,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,346.1279136,340.300671,348.0067144,362.2098276,363.2759197,327.1053112,339.8735865,349.8805732,369.133634,383.0470068,391.7166003,342.4594578,308.9772901,287.2313619,277.9415429,262.4183623,292.9910527,309.2527016,340.6666582,379.9826286,406.6522402,449.0467134,464.8380997,492.5738894,520.2118954,536.9196046,535.5011219,555.4191579,583.0860634,620.8988701,679.3981936,716.9357835,758.0847085,797.3622169,852.3844927,896.5012246,976.0885633,1084.40102,1111.98471,1107.56029,1134.723308,1178.766409,1243.886768,1328.004064,1276.920658,1340.883576,1420.316713,1401.155872,1238.922712,1342.233309,1373.314273,,
Latvia,LVA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.40545069,33.07438792,38.30854944,43.53091162,48.02609537,54.78829019,63.2860418,74.14895069,82.96654726,92.80893911,106.2707917,123.2046255,140.423222,122.6784136,60.94243566,83.55335591,63.90051469,101.7189438,109.1253646,155.7475593,154.2902691,150.162318,159.196722,163.5367865,172.1714512,165.9793838,,
"Macao SAR, China",MAC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,1.949634872,2.111183675,2.189187507,2.189259546,2.245246234,2.278397466,2.197137172,2.350333224,2.340289911,2.446724959,2.548915139,2.837857107,2.883112933,3.2888317,3.450193565,3.642079659,3.707032841,3.454241287,3.430834496,3.742538348,3.518222161,3.925808298,3.759739758,3.925440593,3.865822282,3.840969862,3.789355987,3.61574641,3.973454673,4.324532675,4.645920773,5.20651813,5.62527631,6.229945527,6.804335108,7.418069763,7.807199248,8.042192921,8.406940485,10.00823388,10.4430499,10.49747757,11.02842929,11.36652138,11.69512464,10.85458673,,
Monaco,MCO,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.9303598,492.1477574,506.548623,509.7616671,529.3268037,549.2517345,555.3524534,586.7029715,607.2567331,617.0158951,651.8283412,677.3782495,696.1303268,658.3009354,760.4177756,747.64379,805.1622223,938.0898631,998.8268386,921.3977876,940.7471324,1006.599432,1016.788412,1114.144792,1194.242744,1252.32442,1295.549037,1250.192365,1324.657203,1416.133598,1232.52997,,
Moldova,MDA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.717666245,2.743455705,2.849783406,2.723048165,2.691666912,2.812901104,4.749973897,5.167774125,5.52159918,6.013721411,6.464750525,6.759191893,6.961967666,7.242114108,6.964988101,7.582220278,8.061257208,7.985433528,8.82178974,9.28497967,9.220526087,9.592788676,10.07863362,10.54984181,10.91236016,10.02338038,,
Madagascar,MDG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,0.343846773,0.351778799,0.362800781,0.371335358,0.388508051,0.409157245,0.427047929,0.405000819,0.414847254,0.428858284,0.434109293,0.447060705,0.462628266,0.486033817,0.511813301,0.543113484,0.575098942,0.608690833,0.532465419,0.583800945,0.613687601,0.642033824,0.676694075,0.715337124,0.763355077,0.732983403,0.737522327,0.749163579,0.771722004,0.789474514,0.815836671,0.841391107,0.874989083,0.909405095,0.938454736,0.979852153,0.909913524,,
Maldives,MDV,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.2671676,318.6688707,333.6468047,346.8214366,356.4804432,368.0408635,364.7087866,396.0351763,456.1072953,489.7340979,484.9138141,595.2158187,616.7749471,666.3838567,1016.958764,3072.794825,719.9341566,738.0576635,791.7961879,849.8318888,874.3457021,929.7643613,996.7995361,1077.770847,1154.265267,767.6695583,,
Middle East & North Africa,MEA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,2.386563569,2.73759228,2.699607584,2.547864905,2.436343139,2.953275223,2.93823474,3.123989618,3.171635332,3.140804533,3.151495477,2.959709273,2.971369225,2.969400051,3.031280607,3.493969221,3.521727478,4.848542823,5.003232354,4.873518744,5.318769114,5.448592484,5.505662284,5.613134129,5.707874617,6.322238443,6.343984872,6.357242464,6.696764876,7.205654851,7.550647359,7.965782413,8.395220575,8.795563191,8.867735206,9.328754371,9.794734226,10.250408,10.50903983,11.39692199,11.83435842,12.18964601,11.44094941,12.03784683,11.26747559,10.86524186,,
Mexico,MEX,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,9.294582398,9.978244443,9.820394005,9.377979362,9.59655935,9.705140959,9.31009331,9.374548405,9.399659639,9.688434097,10.08973641,10.41265601,10.67745957,10.78081191,11.20651469,10.40311024,11.00464949,11.64999859,12.13996156,12.36160536,12.85648389,12.69092582,12.06840249,11.84960973,12.23230821,12.35037261,12.77144803,12.79002683,12.75291874,12.57385301,12.72110206,13.21196457,13.15525806,13.50975565,13.35813714,13.68045305,13.89161054,13.98119811,14.12725526,14.01850207,12.87034004,,
Marshall Islands,MHL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,19.36440113,17.00218543,19.34965693,19.12680323,19.63121625,0.929878295,1.31831323,1.345320895,1.305992796,1.285659227,1.5152148,1.543491368,1.588879037,1.630089975,1.662986458,1.728876457,1.772355338,2.538863974,2.6299352,2.687406163,2.920330517,2.976347414,3.529886653,3.590635095,3.520552041,3.605528328,3.761700138,3.920429204,3.989385812,4.115208692,4.372459498,4.511938293,4.658209491,4.881664229,5.292188709,5.62696728,5.937882814,6.393736108,6.676381608,6.824065216,7.257791226,7.715468415,8.077142016,8.502821742,8.888826153,9.26308299,9.545255731,9.947316594,10.47243841,10.82608383,10.85778534,,
North Macedonia,MKD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.740221503,4.405297287,5.428689673,7.010493996,9.614555972,9.733172025,10.33722245,8.283687227,7.130196258,6.340437123,9.029741005,14.89585488,10.8363625,8.240687115,9.811489726,11.83983691,14.35792181,18.9033209,14.2987433,11.69228404,9.916588892,6.5445119,4.998143112,6.994515876,6.567088935,,
Mali,MLI,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.830466132,2.534550523,2.264198643,1.932220796,1.919739132,1.672490438,1.568935007,1.49275771,1.390782588,1.382699789,1.357737285,1.373608365,1.370352767,1.296675848,1.420500899,1.458689709,1.585282872,1.603540137,1.701487036,1.773710818,1.835677478,1.923297027,2.01573688,2.122851834,2.191061903,2.172728529,2.222594133,2.380057901,2.526950315,2.674835008,2.816747205,2.950443669,3.090771515,3.052586564,,
Malta,MLT,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,121.6659104,112.2278534,103.6827763,93.95537736,87.15099211,98.37773361,103.5861789,109.3270632,120.1786721,131.8465063,142.1514828,153.2430879,162.8005833,172.644574,185.1762304,199.9635767,194.7410928,193.0909454,191.8611129,190.4758655,216.703502,204.0763428,199.9007969,204.6747805,204.723556,205.2435222,207.1449897,213.7341473,228.1093665,254.6934484,208.3461623,224.7002216,222.2862903,203.9377684,224.8702491,265.3450598,273.6619897,276.503987,315.9927223,349.6653619,317.1870819,,
Myanmar,MMR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295310024,0.269212793,0.254284973,0.259139117,0.258522649,0.266703208,0.283821011,0.299318168,0.316962408,0.334079227,0.350019061,0.365827357,0.392223555,0.435783002,0.490115251,0.547473662,0.61857037,0.70328536,0.798699677,0.904981599,1.0181087,1.130856782,1.248577214,1.374300025,1.477648174,1.573484799,1.697769163,1.836980526,1.89718351,2.096535395,2.217087532,2.359091486,2.518341016,2.598267479,,
Middle East & North Africa (excluding high income),MNA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,17.13070675,14.46619349,17.59551626,17.47227021,17.99922738,2.386563569,2.73759228,2.699607584,2.547864905,2.436343139,2.251152582,2.216222862,2.46377857,2.554851124,2.510118896,2.554158644,2.460361983,2.463675232,2.485674803,2.495549047,2.835710701,2.737034761,2.808023845,2.805227968,2.713542873,2.666001139,2.77068233,2.805781309,2.91987499,3.150638973,3.430864828,3.482912105,3.544879065,3.640172995,3.918559758,4.10108702,4.316504643,4.58664791,4.76350029,4.895749901,5.160554966,5.177536591,5.383427279,5.426031623,5.889442457,6.042836189,6.266797307,5.928450623,6.246483873,5.723863226,5.561590888,,
Montenegro,MNE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.60306749,21.07535364,23.7960369,22.41703348,23.02998939,23.77350132,23.12596088,23.94669659,24.37383348,25.20019939,25.94342392,27.1670365,28.5465484,29.70637896,25.15925509,,
Mongolia,MNG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.173589571,7.182129445,7.492253981,7.514308169,7.661677227,7.772770281,7.867536004,7.817302301,7.908590562,8.141745257,8.566061962,9.320069695,10.22234363,10.50515182,11.50361056,12.44355083,12.20393611,13.47557447,16.43201003,19.21804913,22.38031776,25.23109179,27.04816666,25.50390084,26.94152421,29.0281131,30.65433888,29.25719015,,
Northern Mariana Islands,MNP,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.726740365,4.751008993,4.280051006,4.550067773,4.666347416,4.600035357,4.937625994,5.311100255,5.648882908,6.111185944,5.994695534,6.475468137,6.729145247,6.854971527,7.066481576,7.213211939,7.644069299,7.964745315,8.276045928,8.528024305,8.811249123,9.190297359,9.579526415,9.965710179,10.41744442,10.82889954,11.24301986,11.66365694,12.06533158,12.34459647,12.19227579,,
Mauritania,MRT,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,3.263217535,2.709211925,2.2095206,1.967595497,1.667987144,1.528410209,1.617517187,1.650074104,1.680315181,1.762539741,1.735379235,1.768368575,1.803510421,1.911564685,1.855119022,2.039557772,2.160643299,2.075566825,2.135606636,2.216529016,2.132070832,2.203268783,2.3309596,2.605913226,2.85940721,3.092378775,3.659310722,3.587243425,3.575366808,3.578866229,3.672640739,3.825892078,3.996909958,4.162814223,4.340767174,4.574141543,4.631817316,4.922257537,5.157156214,5.430312076,5.379347721,,
Mauritius,MUS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,5.841372535,6.003246016,6.019851655,6.02529169,5.245458962,5.381603198,5.506496947,5.366068207,5.458640818,5.67704327,6.062688007,6.428965482,6.690497212,6.815434982,7.127989124,7.317449365,7.663580195,7.920498832,8.114540516,8.327621511,8.807276777,9.323373304,9.905642238,10.18090732,11.03408501,10.7292152,10.29384952,10.32728289,11.03316499,11.50554738,12.22457515,13.99147741,12.12724755,15.18579867,15.72609662,18.25918018,18.54037268,18.3439168,18.677302,19.61975661,20.11462718,21.24947135,22.81140161,23.31319715,19.51646745,,
Malawi,MWI,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.479658535,2.747581274,2.806198331,2.778426251,2.759512387,2.723509362,2.65445262,2.422675381,2.370160051,2.493725805,2.616712731,2.689778281,2.81619786,3.086552855,3.322357369,3.599046954,3.846447804,4.0331565,4.109213745,4.32289286,4.569297753,4.69723809,4.813919393,5.006477637,5.22634653,5.511087366,5.555175973,,
Malaysia,MYS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.379574908,8.715392632,10.29376349,12.35945078,14.87490378,15.64673246,23.5360139,25.08088955,23.07194468,24.31727477,26.28822223,26.24260692,27.4684599,28.86136587,30.61151858,32.02772301,33.59189047,35.47196151,36.94192461,36.14566198,38.57797846,40.35891488,42.29581308,43.99977921,46.34831006,48.40262707,48.04096215,49.65867957,52.06369261,54.3613624,51.3527566,,
North America,NAC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,13.6800033,14.17089835,14.0594791,14.85777581,16.10142022,16.95200885,17.72842239,18.54195084,19.52968786,20.47293897,21.09450621,21.03322871,21.73446302,22.29195625,23.14797935,23.7262748,24.576855,25.49321949,26.58429884,27.82480479,28.94531435,29.1827338,29.6552224,30.40697905,31.50422089,32.53711904,34.23133905,35.76891011,36.81867366,36.86129417,39.00542208,39.34651326,39.71258922,39.94799364,40.50721207,41.1611222,41.80311101,42.74315016,43.99642687,44.99152863,43.65925674,,
Namibia,NAM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,24.58243368,22.80587123,21.19037023,19.3726409,18.03078719,16.97426276,17.01669752,17.81040218,17.12564883,17.02995812,17.30465259,18.24494821,18.46154128,18.52996898,18.2449499,19.10436728,19.72055176,21.09170847,21.98595352,24.68353067,25.30784199,27.09791003,28.55416367,29.31079534,29.39754677,31.17293796,32.76005764,34.4182676,36.35075683,38.56543364,40.20993104,40.22351978,39.81032335,40.23229026,39.89467911,36.68865746,,
New Caledonia,NCL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.749550531,7.402555433,6.93250782,6.566607208,6.387559086,6.124265526,5.973277774,5.871035245,5.647158714,5.51768516,5.847902384,5.630871703,5.374741371,5.576828809,5.665823611,5.611107768,5.463799015,5.694791185,5.693055038,5.559118651,5.685973574,5.518422492,5.716558346,5.594354686,5.924309143,5.987299509,6.13720722,5.625250011,5.860696201,6.799476932,4.740771953,4.727318277,4.895148831,,
Nigeria,NGA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.40993518,22.58851161,21.69882514,22.94707429,21.84228779,21.73361327,20.29643281,19.03846073,18.21164214,18.19812364,17.99379231,17.76044147,17.21183105,17.4391425,18.02740596,20.30311566,21.29525288,22.74385705,23.67765576,24.72729777,25.95903468,27.30267408,29.06453866,30.93779202,32.57994657,33.95809825,36.22355687,38.5091614,39.53069134,38.89153187,39.20495352,39.95876964,40.84123081,40.10843577,,
Nicaragua,NIC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.116507062,5.265480196,5.282258742,5.243939295,5.219394303,5.286839402,5.501756427,5.670220494,5.862971708,6.11634842,6.281392281,6.133793002,6.467335288,6.944289056,7.536357578,8.061432346,8.614701612,9.210110661,9.829217951,10.50116648,10.3664453,10.19913262,10.01169227,,
Netherlands,NLD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,40.559794,40.11026776,39.48338453,40.16964449,41.26534423,42.19332583,44.67474583,46.95084191,50.12212776,54.06945043,58.25910647,59.68012438,63.02903375,66.37017187,71.17770986,76.58083635,82.85596254,80.48702426,78.81088846,77.76566069,76.40193994,73.95704463,69.01523596,64.67053257,61.96321719,59.62594834,63.36044028,67.59123473,70.54122633,63.78556994,67.48085276,73.50409826,69.15012502,69.57935758,79.12140227,91.02042214,97.50877858,101.7060504,101.868157,99.98934105,97.23062747,,
Norway,NOR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,81.83492818,82.06601487,81.20687487,83.36761841,87.31107026,91.02491539,93.55237193,94.04869523,92.69454279,92.55783181,93.25204092,95.02632328,97.30714266,98.95402839,102.8041756,105.9022241,110.020679,116.988644,121.2668526,124.9650779,125.8555859,120.3304528,122.7917602,122.7265325,117.1234786,123.2738995,117.6500876,117.6890496,121.9471612,123.7093312,126.2160425,129.1534307,134.4362963,134.7413534,136.1590426,142.1785701,147.2455408,148.2646419,149.9234689,151.0415955,149.9583513,,
Nepal,NPL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.404691658,1.474131724,1.477927134,1.5383419,1.612591208,1.670994409,1.727216934,1.78614198,1.895179503,1.981089482,2.076506966,2.147561468,2.247855211,2.327095551,2.4669885,2.565077277,2.576186979,2.807458481,3.021453525,3.222593361,3.146230124,,
Nauru,NRU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,60.70604439,56.89474956,51.99172306,49.15714778,47.41574913,44.63148242,43.79727164,42.33670979,40.46144721,38.93438296,37.51978081,35.75877548,34.87954811,35.84891174,36.4463796,36.95401499,37.11017065,36.73875979,35.9568388,36.84735374,35.09490104,33.79473985,33.08224757,32.48261829,31.85267736,31.12492259,30.37377933,30.83337001,30.04877836,29.57949426,29.60730861,24.72015722,21.35717486,18.98923168,17.38104125,18.03184518,18.71118552,19.3807238,20.03176487,20.47095675,20.21452433,,
OECD members,OED,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,25.21378372,25.45402367,26.19933174,27.54440422,28.14776862,22.33292039,23.11072473,23.22694012,23.52422478,24.12154793,19.69524353,20.18313827,20.29140468,21.01514491,22.12452284,23.04532386,23.84186398,24.87152613,26.19847766,27.40533091,27.82387237,29.14571309,28.32731065,28.77468678,29.56498359,30.35020906,31.22582139,31.95647679,32.79658868,33.78008079,34.70168287,35.28822972,35.86414109,36.51208588,37.63282345,38.66283632,40.47970383,42.46730466,42.5173966,42.38109086,44.13544217,44.71815797,44.68534015,45.23854532,45.8851354,47.13305465,47.64133418,48.89687212,49.90426102,50.88780644,48.80317471,,
Oman,OMN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.99443628,27.8642627,29.21909171,30.01733556,32.04451798,32.65497234,34.24604345,34.77018145,34.5116101,35.98189454,38.44993227,38.46821326,39.66731719,38.7173887,38.28789284,38.97581685,39.37531708,41.25046092,42.42391512,41.86193285,41.8241901,44.247584,45.28414386,45.86932925,48.1706201,50.6015138,50.75537154,51.40864591,50.82839084,49.11053639,,
Other small states,OSS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,8.481342898,8.574068615,8.949340111,8.945774267,9.197374336,11.84398239,12.09690755,15.48362621,16.3835468,17.25660419,20.16248972,24.05117217,24.37879095,24.42896629,24.38168149,21.01729381,21.52748351,22.51788238,23.15246947,23.57307972,30.71359151,31.67021335,32.66113203,33.29146728,29.40166511,30.64004196,33.22191199,36.19424697,37.6935018,40.16079361,40.64386076,43.73426342,46.40460028,47.66261449,49.70010723,52.10953107,52.75423009,53.11284986,55.8085597,62.11142857,59.83975125,,
Pakistan,PAK,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.261264059,0.274485663,0.285062478,0.307726435,0.319002767,0.351272794,0.378753336,0.40314958,0.430087861,0.45146502,0.485302926,0.51154152,0.544057973,0.585017537,0.613481567,0.640259133,0.672063218,0.715190179,0.719156062,0.737315585,0.764966101,0.792882031,0.791882224,0.803010757,0.823211389,0.848908048,0.872630363,0.888001989,0.932508508,0.995682183,1.053026993,1.105851631,1.149714071,1.15937476,1.19487404,1.199721678,1.272530148,1.258268867,1.344942423,1.325673375,1.374078881,1.429188839,1.491046671,1.642143833,1.831697776,1.689322753,,
Panama,PAN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.94335631,37.84682962,39.41672063,40.08223485,42.59331958,43.22848238,46.8640261,49.48426357,51.30797143,52.836832,43.35531872,,
Peru,PER,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12067677,8.702771464,8.20456738,7.721722598,7.351459386,7.054890407,6.605950472,6.284000458,6.055836796,5.786224295,5.63288231,5.577695952,4.966787707,,
Philippines,PHL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.394495632,2.469039178,2.545292778,2.611696694,2.745451544,2.824715438,3.012760743,3.208559246,3.412844396,3.546830331,3.769433761,3.825130749,4.051522771,4.614393295,4.175181741,,
Palau,PLW,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59127864,37.23053156,34.36444974,32.64314912,31.33159877,31.26817734,32.95976825,35.53563651,35.43028833,37.83969727,41.67227363,42.13381224,44.09603426,45.78268391,51.9833856,55.40303793,58.44442823,60.51021131,60.34123516,63.04478234,61.04791377,,
Poland,POL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8435002,12.69003431,13.87792346,14.52416251,15.42947881,16.67433268,17.85495857,19.18084534,20.41369002,21.73509909,23.12826099,23.84087797,24.77212643,25.50772026,26.64526872,27.44151855,28.97883099,30.86360245,34.028311,34.53603382,37.64261474,36.08787621,38.05127027,39.16249972,42.99466373,45.66532236,47.74057849,51.23519076,57.00716765,63.6135856,64.60809391,,
Pre-demographic dividend,PRE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.46497966,0.544209781,0.553908433,0.647639664,0.781894337,1.014556837,1.004129355,1.152820504,1.031029479,0.826854655,0.933100371,0.967434859,3.966068386,4.095830954,4.08568668,4.805300786,4.178904136,4.174571897,4.033072579,3.987077698,4.144144648,4.220875533,4.301157692,4.456506565,4.50957898,4.624371038,4.827105791,4.404174197,4.380066225,4.936853918,5.277138085,5.662737065,6.071114029,6.539400693,6.975005298,7.534889534,8.020452341,7.68361966,8.076476205,8.58975044,9.15347892,9.067107286,8.948759726,9.692771273,8.618950328,8.402747953,,
Puerto Rico,PRI,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.07548412,84.36789829,87.57758557,90.98415038,94.11390332,97.69554062,99.25025675,103.3640223,108.3214318,113.3703987,116.2759735,119.6492082,116.9906207,113.5226278,119.8398158,114.1174999,112.0914634,110.3783177,107.9628239,105.447507,104.6276271,107.2734822,110.451841,113.4690385,115.6429859,118.1434286,116.6512736,113.2847706,108.3448681,110.159713,105.363991,,
"Korea, Dem. People's Rep.",PRK,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
